2021-10-19 13:20:09,215 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-10-19 13:20:09,270 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-10-19 13:20:09,271 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2021-10-19 13:20:09,272 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2021-10-19 13:20:09,298 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2021-10-19 13:20:09,299 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2021-10-19 13:20:09,615 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2021-10-20 10:48:12,228 INFO  SwAddin.cs: 271 - Assembly export called for file RRP_Hopper
2021-10-20 10:48:13,599 INFO  SwAddin.cs: 290 - Saving assembly
2021-10-20 10:48:13,694 INFO  SwAddin.cs: 293 - Opening property manager
2021-10-20 10:48:13,728 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from RRP_Hopper
2021-10-20 10:48:13,774 INFO  ExportHelperExtension.cs: 1142 - Found 48 in RRP_Hopper
2021-10-20 10:48:13,774 INFO  ExportHelperExtension.cs: 1152 - Found 5 features of type [CoordSys] in RRP_Hopper
2021-10-20 10:48:13,775 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-10-20 10:48:13,776 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2021-10-20 10:48:13,776 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Á¬¸Ë3-1
2021-10-20 10:48:13,777 INFO  ExportHelperExtension.cs: 1142 - Found 27 in Á¬¸Ë3-1
2021-10-20 10:48:13,777 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Á¬¸Ë3-1
2021-10-20 10:48:13,777 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from »úÉí-1
2021-10-20 10:48:13,778 INFO  ExportHelperExtension.cs: 1142 - Found 32 in »úÉí-1
2021-10-20 10:48:13,778 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in »úÉí-1
2021-10-20 10:48:13,779 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Á¬¸Ë2-1
2021-10-20 10:48:13,864 INFO  ExportHelperExtension.cs: 1142 - Found 31 in Á¬¸Ë2-1
2021-10-20 10:48:13,865 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Á¬¸Ë2-1
2021-10-20 10:48:13,865 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Á¬¸Ë1-2
2021-10-20 10:48:13,866 INFO  ExportHelperExtension.cs: 1142 - Found 32 in Á¬¸Ë1-2
2021-10-20 10:48:13,867 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Á¬¸Ë1-2
2021-10-20 10:48:13,867 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ×ã¶Ë-1
2021-10-20 10:48:13,867 INFO  ExportHelperExtension.cs: 1142 - Found 27 in ×ã¶Ë-1
2021-10-20 10:48:13,868 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ×ã¶Ë-1
2021-10-20 10:48:13,870 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from RRP_Hopper
2021-10-20 10:48:13,870 INFO  ExportHelperExtension.cs: 1142 - Found 48 in RRP_Hopper
2021-10-20 10:48:13,871 INFO  ExportHelperExtension.cs: 1152 - Found 3 features of type [RefAxis] in RRP_Hopper
2021-10-20 10:48:13,871 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-10-20 10:48:13,872 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2021-10-20 10:48:13,872 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Á¬¸Ë3-1
2021-10-20 10:48:13,873 INFO  ExportHelperExtension.cs: 1142 - Found 27 in Á¬¸Ë3-1
2021-10-20 10:48:13,873 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Á¬¸Ë3-1
2021-10-20 10:48:13,873 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from »úÉí-1
2021-10-20 10:48:13,874 INFO  ExportHelperExtension.cs: 1142 - Found 32 in »úÉí-1
2021-10-20 10:48:13,874 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in »úÉí-1
2021-10-20 10:48:13,875 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Á¬¸Ë2-1
2021-10-20 10:48:13,875 INFO  ExportHelperExtension.cs: 1142 - Found 31 in Á¬¸Ë2-1
2021-10-20 10:48:13,875 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Á¬¸Ë2-1
2021-10-20 10:48:13,876 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Á¬¸Ë1-2
2021-10-20 10:48:13,876 INFO  ExportHelperExtension.cs: 1142 - Found 32 in Á¬¸Ë1-2
2021-10-20 10:48:13,876 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Á¬¸Ë1-2
2021-10-20 10:48:13,877 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from ×ã¶Ë-1
2021-10-20 10:48:13,877 INFO  ExportHelperExtension.cs: 1142 - Found 27 in ×ã¶Ë-1
2021-10-20 10:48:13,877 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in ×ã¶Ë-1
2021-10-20 10:48:14,109 INFO  SwAddin.cs: 316 - Loading config tree
2021-10-20 10:48:14,114 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2021-10-20 10:48:14,116 INFO  SwAddin.cs: 321 - Showing property manager
2021-10-20 10:48:20,854 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:48:25,648 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:48:37,937 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:48:39,244 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:48:50,719 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:48:55,569 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:49:00,635 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:49:19,082 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:49:20,282 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:49:22,045 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:49:33,334 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:49:34,865 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:49:38,255 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:49:44,531 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:50:04,785 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:50:06,643 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:50:08,150 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:50:14,498 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2021-10-20 10:50:14,714 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-20 10:50:54,526 INFO  SwAddin.cs: 271 - Assembly export called for file RRP_Hopper
2021-10-20 10:50:54,527 INFO  SwAddin.cs: 276 - Save is required
2021-10-20 10:50:54,527 INFO  SwAddin.cs: 290 - Saving assembly
2021-10-20 10:50:54,723 INFO  SwAddin.cs: 293 - Opening property manager
